iter,Ux,Uy,k,omega,p
27,5.044600e-04,1.341850e-02,2.425040e-03,6.410010e-04,5.917810e-03
28,4.997270e-04,1.314980e-02,2.239230e-03,5.965050e-04,5.660610e-03
29,4.947090e-04,1.291770e-02,2.083660e-03,5.490280e-04,5.438720e-03
30,4.894250e-04,1.272190e-02,1.951660e-03,5.176740e-04,5.234420e-03
31,4.840750e-04,1.255850e-02,1.835190e-03,4.781180e-04,5.078610e-03
32,4.783810e-04,1.242910e-02,1.738640e-03,4.509850e-04,4.948480e-03
33,4.725520e-04,1.231780e-02,1.651130e-03,4.189010e-04,4.859680e-03
34,4.665400e-04,1.221370e-02,1.579040e-03,3.945750e-04,4.801310e-03
35,4.604110e-04,1.214740e-02,1.506540e-03,3.668080e-04,4.757120e-03
36,4.542370e-04,1.208920e-02,1.429920e-03,3.456430e-04,4.736860e-03
37,4.479370e-04,1.205810e-02,1.360770e-03,3.201700e-04,4.703140e-03
38,4.413780e-04,1.203950e-02,1.303160e-03,3.048270e-04,4.625970e-03
39,4.346200e-04,1.202070e-02,1.254020e-03,2.801130e-04,4.570480e-03
40,4.277060e-04,1.198670e-02,1.202780e-03,2.680560e-04,4.440180e-03
41,4.206090e-04,1.192170e-02,1.154150e-03,2.468200e-04,4.325670e-03
42,4.132780e-04,1.182070e-02,1.111620e-03,2.348980e-04,4.167070e-03
43,4.056790e-04,1.170160e-02,1.071280e-03,2.190500e-04,4.047730e-03
44,3.979450e-04,1.156260e-02,1.034730e-03,2.054890e-04,3.890490e-03
45,3.902010e-04,1.141110e-02,9.998090e-04,1.952610e-04,3.769070e-03
46,3.824130e-04,1.124790e-02,9.657850e-04,1.803660e-04,3.665130e-03
47,3.746390e-04,1.108060e-02,9.360190e-04,1.731280e-04,3.528760e-03
48,3.668490e-04,1.091630e-02,9.075330e-04,1.615690e-04,3.433700e-03
49,3.590760e-04,1.075610e-02,8.813320e-04,1.526090e-04,3.308730e-03
50,3.512990e-04,1.060190e-02,8.572850e-04,1.457660e-04,3.200350e-03
51,3.435820e-04,1.044960e-02,8.325860e-04,1.351030e-04,3.087510e-03
52,3.359000e-04,1.030020e-02,8.100660e-04,1.290980e-04,2.972380e-03
53,3.282450e-04,1.016260e-02,7.893740e-04,1.226400e-04,2.873300e-03
54,3.207970e-04,1.002820e-02,7.694900e-04,1.139120e-04,2.784360e-03
55,3.134920e-04,9.893650e-03,7.506690e-04,1.088320e-04,2.683150e-03
56,3.062110e-04,9.765940e-03,7.331970e-04,1.036080e-04,2.600340e-03
57,2.990790e-04,9.637560e-03,7.162750e-04,9.671040e-05,2.530880e-03
58,2.921590e-04,9.516580e-03,7.000530e-04,9.276120e-05,2.459040e-03
59,2.853560e-04,9.398900e-03,6.851100e-04,8.876970e-05,2.385800e-03
60,2.786670e-04,9.284260e-03,6.709850e-04,8.299420e-05,2.323460e-03
61,2.721430e-04,9.169050e-03,6.572020e-04,7.970090e-05,2.253490e-03
62,2.657630e-04,9.057930e-03,6.444070e-04,7.641030e-05,2.184630e-03
63,2.595010e-04,8.944700e-03,6.325910e-04,7.265680e-05,2.134720e-03
64,2.533820e-04,8.827830e-03,6.254350e-04,6.899440e-05,2.069490e-03
65,2.475400e-04,8.708920e-03,6.181800e-04,6.508930e-05,2.007910e-03
66,2.417820e-04,8.586230e-03,6.060860e-04,6.154660e-05,1.959620e-03
67,2.359430e-04,8.457560e-03,5.976340e-04,5.873310e-05,1.899110e-03
68,2.303590e-04,8.316210e-03,5.897760e-04,5.562320e-05,1.837890e-03
69,2.249320e-04,8.163750e-03,5.816980e-04,5.307490e-05,1.782850e-03
70,2.197060e-04,8.006130e-03,5.733930e-04,5.059700e-05,1.737640e-03
71,2.146230e-04,7.840810e-03,5.645910e-04,4.766300e-05,1.681810e-03
72,2.096940e-04,7.659610e-03,5.560310e-04,4.568550e-05,1.638290e-03
73,2.050250e-04,7.471700e-03,5.476560e-04,4.394530e-05,1.596100e-03
74,2.006150e-04,7.279750e-03,5.390060e-04,4.220270e-05,1.553010e-03
75,1.964290e-04,7.084450e-03,5.304350e-04,4.020300e-05,1.504070e-03
76,1.924590e-04,6.880130e-03,5.220070e-04,3.856420e-05,1.464340e-03
77,1.887400e-04,6.675670e-03,5.136660e-04,3.726700e-05,1.425910e-03
78,1.852250e-04,6.475740e-03,5.051010e-04,3.596310e-05,1.379680e-03
79,1.818940e-04,6.274490e-03,4.968020e-04,3.461220e-05,1.340900e-03
80,1.788020e-04,6.077260e-03,4.871300e-04,3.395500e-05,1.304020e-03
81,1.764710e-04,5.964610e-03,4.786220e-04,3.286000e-05,1.260260e-03
82,1.740010e-04,5.828360e-03,4.700110e-04,3.190980e-05,1.218660e-03
83,1.712720e-04,5.657210e-03,4.617060e-04,3.093470e-05,1.190590e-03
84,1.685060e-04,5.477000e-03,4.537040e-04,2.994140e-05,1.164850e-03
85,1.658480e-04,5.304670e-03,4.459070e-04,2.889220e-05,1.128800e-03
86,1.633420e-04,5.145210e-03,4.379970e-04,2.799490e-05,1.086590e-03
87,1.609670e-04,4.996450e-03,4.302250e-04,2.717400e-05,1.060680e-03
88,1.586960e-04,4.854740e-03,4.226770e-04,2.637460e-05,1.043470e-03
89,1.565110e-04,4.722410e-03,4.153460e-04,2.559170e-05,1.023230e-03
90,1.544180e-04,4.597320e-03,4.081740e-04,2.480920e-05,9.974460e-04
91,1.523960e-04,4.482120e-03,4.009520e-04,2.404060e-05,9.696440e-04
92,1.504350e-04,4.371680e-03,3.938690e-04,2.335840e-05,9.493960e-04
93,1.485470e-04,4.268230e-03,3.869450e-04,2.272300e-05,9.357380e-04
94,1.467170e-04,4.173880e-03,3.801670e-04,2.211040e-05,9.200640e-04
95,1.449310e-04,4.083110e-03,3.735210e-04,2.151790e-05,9.033220e-04
96,1.431890e-04,3.996390e-03,3.669220e-04,2.094770e-05,8.784230e-04
97,1.414750e-04,3.910750e-03,3.604330e-04,2.039000e-05,8.517120e-04
98,1.397960e-04,3.825340e-03,3.540710e-04,1.986480e-05,8.349910e-04
99,1.381540e-04,3.739240e-03,3.478390e-04,1.938340e-05,8.212010e-04
100,1.365280e-04,3.657170e-03,3.417300e-04,1.893280e-05,8.103460e-04
101,1.349090e-04,3.576440e-03,3.357090e-04,1.850440e-05,7.976920e-04
102,1.333150e-04,3.497260e-03,3.297350e-04,1.809250e-05,7.803200e-04
103,1.317230e-04,3.418300e-03,3.238580e-04,1.769690e-05,7.574750e-04
104,1.301530e-04,3.337980e-03,3.180970e-04,1.731800e-05,7.350890e-04
105,1.286110e-04,3.258810e-03,3.124470e-04,1.695450e-05,7.184280e-04
106,1.270950e-04,3.179650e-03,3.069050e-04,1.660730e-05,7.068970e-04
107,1.255960e-04,3.102310e-03,3.014690e-04,1.628320e-05,6.962480e-04
108,1.241130e-04,3.025740e-03,2.960990e-04,1.597630e-05,6.862150e-04
109,1.226420e-04,2.952060e-03,2.907990e-04,1.568350e-05,6.744880e-04
110,1.211990e-04,2.881640e-03,2.855770e-04,1.540030e-05,6.618950e-04
111,1.197810e-04,2.814270e-03,2.804410e-04,1.512660e-05,6.495750e-04
112,1.184050e-04,2.749440e-03,2.753840e-04,1.486230e-05,6.362490e-04
113,1.170470e-04,2.686150e-03,2.704240e-04,1.460700e-05,6.229090e-04
114,1.157070e-04,2.623900e-03,2.655600e-04,1.436040e-05,6.086780e-04
115,1.143770e-04,2.562320e-03,2.607840e-04,1.412060e-05,5.980500e-04
116,1.130690e-04,2.501440e-03,2.560730e-04,1.388700e-05,5.882840e-04
117,1.118330e-04,2.440840e-03,2.514250e-04,1.366080e-05,5.788290e-04
118,1.106140e-04,2.380580e-03,2.468490e-04,1.344160e-05,5.691530e-04
119,1.094020e-04,2.321050e-03,2.423440e-04,1.322780e-05,5.595890e-04
120,1.081940e-04,2.262760e-03,2.379100e-04,1.301820e-05,5.498550e-04
121,1.069920e-04,2.207070e-03,2.335410e-04,1.281260e-05,5.394420e-04
122,1.058690e-04,2.152060e-03,2.292430e-04,1.261060e-05,5.288920e-04
123,1.047710e-04,2.098900e-03,2.250180e-04,1.241150e-05,5.183480e-04
124,1.036770e-04,2.046000e-03,2.208660e-04,1.221950e-05,5.076110e-04
125,1.025820e-04,1.993960e-03,2.167740e-04,1.203160e-05,4.962630e-04
126,1.015040e-04,1.942830e-03,2.127460e-04,1.184690e-05,4.851310e-04
127,1.004780e-04,1.892950e-03,2.087800e-04,1.166640e-05,4.741470e-04
128,9.949400e-05,1.843980e-03,2.048750e-04,1.148830e-05,4.643010e-04
129,9.851320e-05,1.796480e-03,2.010290e-04,1.131260e-05,4.558180e-04
130,9.753290e-05,1.750020e-03,1.972400e-04,1.113870e-05,4.475080e-04
131,9.658200e-05,1.704330e-03,1.935080e-04,1.096760e-05,4.409860e-04
132,9.566180e-05,1.658890e-03,1.898350e-04,1.079910e-05,4.323570e-04
133,9.477190e-05,1.615390e-03,1.862230e-04,1.063360e-05,4.254040e-04
134,9.389210e-05,1.573780e-03,1.826650e-04,1.047140e-05,4.186010e-04
135,9.301580e-05,1.533900e-03,1.791600e-04,1.031390e-05,4.120290e-04
136,9.217430e-05,1.495410e-03,1.757060e-04,1.016020e-05,4.050620e-04
137,9.135680e-05,1.457820e-03,1.720400e-04,1.032180e-05,3.981110e-04
138,9.052540e-05,1.427450e-03,1.685700e-04,1.016190e-05,3.913770e-04
139,8.970960e-05,1.396860e-03,1.651670e-04,1.002630e-05,3.838050e-04
140,8.889390e-05,1.363690e-03,1.618250e-04,9.879380e-06,3.760320e-04
141,8.810130e-05,1.329800e-03,1.585460e-04,9.732490e-06,3.691630e-04
142,8.732430e-05,1.294690e-03,1.553280e-04,9.585940e-06,3.617860e-04
143,8.656370e-05,1.260150e-03,1.521620e-04,9.440770e-06,3.549720e-04
144,8.581880e-05,1.225440e-03,1.490540e-04,9.297380e-06,3.481780e-04
145,8.507610e-05,1.191590e-03,1.459990e-04,9.156340e-06,3.416760e-04
146,8.436160e-05,1.158100e-03,1.429960e-04,9.018170e-06,3.347990e-04
147,8.367060e-05,1.125270e-03,1.400450e-04,8.882700e-06,3.279340e-04
148,8.300070e-05,1.093060e-03,1.371440e-04,8.750000e-06,3.222040e-04
149,8.234400e-05,1.061230e-03,1.342950e-04,8.619210e-06,3.152330e-04
150,8.168950e-05,1.030330e-03,1.314940e-04,8.490120e-06,3.093620e-04
151,8.105620e-05,1.001480e-03,1.287360e-04,8.362570e-06,3.040920e-04
152,8.044510e-05,9.733150e-04,1.260210e-04,8.236570e-06,2.988490e-04
153,7.985160e-05,9.469950e-04,1.233500e-04,8.112230e-06,2.932630e-04
154,7.926520e-05,9.213140e-04,1.207220e-04,7.989470e-06,2.881340e-04
155,7.868240e-05,8.970980e-04,1.181390e-04,7.868190e-06,2.832980e-04
156,7.810980e-05,8.735370e-04,1.155980e-04,7.749360e-06,2.779500e-04
157,7.756250e-05,8.513360e-04,1.131050e-04,7.632880e-06,2.724870e-04
158,7.703200e-05,8.293570e-04,1.106540e-04,7.518510e-06,2.673900e-04
159,7.650510e-05,8.086460e-04,1.082390e-04,7.406130e-06,2.625840e-04
160,7.598160e-05,7.888640e-04,1.058620e-04,7.295940e-06,2.577210e-04
161,7.546090e-05,7.697580e-04,1.035230e-04,7.187420e-06,2.533730e-04
162,7.495260e-05,7.511250e-04,1.012220e-04,7.080460e-06,2.488830e-04
163,7.446730e-05,7.330200e-04,9.895990e-05,6.974720e-06,2.433510e-04
164,7.398850e-05,7.157440e-04,9.673670e-05,6.870370e-06,2.386690e-04
165,7.351350e-05,6.987780e-04,9.455190e-05,6.767360e-06,2.339460e-04
166,7.303870e-05,6.821630e-04,9.240570e-05,6.665870e-06,2.294990e-04
167,7.256470e-05,6.659300e-04,9.028990e-05,6.565910e-06,2.248270e-04
168,7.210010e-05,6.501400e-04,8.820650e-05,6.467990e-06,2.200330e-04
169,7.164850e-05,6.349550e-04,8.615960e-05,6.371930e-06,2.153100e-04
170,7.119880e-05,6.203420e-04,8.414760e-05,6.277510e-06,2.106350e-04
171,7.075210e-05,6.064080e-04,8.217050e-05,6.184780e-06,2.060850e-04
172,7.030610e-05,5.931580e-04,8.022850e-05,6.093380e-06,2.010570e-04
173,6.986180e-05,5.802360e-04,7.832230e-05,6.003120e-06,1.964570e-04
174,6.942220e-05,5.683190e-04,7.644940e-05,5.913950e-06,1.913740e-04
175,6.899280e-05,5.565960e-04,7.460690e-05,5.826020e-06,1.873800e-04
176,6.856890e-05,5.461610e-04,7.279690e-05,5.739410e-06,1.831720e-04
177,6.814700e-05,5.358210e-04,7.101920e-05,5.653820e-06,1.780750e-04
178,6.772640e-05,5.266330e-04,6.927450e-05,5.569260e-06,1.740410e-04
179,6.730250e-05,5.173100e-04,6.756470e-05,5.485730e-06,1.696800e-04
180,6.687100e-05,5.092840e-04,6.589250e-05,5.403700e-06,1.658370e-04
181,6.643330e-05,5.015210e-04,6.425690e-05,5.323190e-06,1.616500e-04
182,6.599180e-05,4.947700e-04,6.265510e-05,5.244060e-06,1.578660e-04
183,6.554530e-05,4.883760e-04,6.108520e-05,5.165910e-06,1.538750e-04
184,6.509280e-05,4.823830e-04,5.955300e-05,5.088740e-06,1.502730e-04
185,6.463410e-05,4.771700e-04,5.805680e-05,5.012500e-06,1.461960e-04
186,6.416830e-05,4.719580e-04,5.659540e-05,4.937160e-06,1.464310e-04
187,6.369570e-05,4.577350e-04,5.516810e-05,4.862700e-06,1.384820e-04
188,6.321640e-05,4.536660e-04,5.377730e-05,4.789160e-06,1.379210e-04
189,6.273100e-05,4.537860e-04,5.242140e-05,4.716390e-06,1.336510e-04
190,6.223910e-05,4.540970e-04,5.109920e-05,4.644440e-06,1.293820e-04
191,6.174360e-05,4.448850e-04,4.980960e-05,4.573360e-06,1.247810e-04
192,6.124530e-05,4.446220e-04,4.855270e-05,4.503130e-06,1.242880e-04
193,6.074330e-05,4.474770e-04,4.732840e-05,4.433890e-06,1.189510e-04
194,6.023610e-05,4.403570e-04,4.613710e-05,4.365800e-06,1.160720e-04
195,5.972390e-05,4.425850e-04,4.497920e-05,4.298540e-06,1.145080e-04
196,5.920800e-05,4.473220e-04,4.385340e-05,4.232010e-06,1.092330e-04
197,5.868940e-05,4.423350e-04,4.276020e-05,4.166280e-06,1.060660e-04
198,5.816580e-05,4.465490e-04,4.170160e-05,4.101320e-06,1.050150e-04
199,5.763750e-05,4.532770e-04,4.067280e-05,4.037050e-06,9.980810e-05
200,5.710580e-05,4.499110e-04,3.967330e-05,3.973440e-06,9.673620e-05
201,5.657450e-05,4.561100e-04,3.870410e-05,3.910560e-06,9.566620e-05
202,5.604110e-05,4.648570e-04,3.776570e-05,3.848440e-06,9.156140e-05
203,5.550350e-05,4.626570e-04,3.685800e-05,3.787040e-06,8.804240e-05
204,5.496270e-05,4.704260e-04,3.598060e-05,3.726240e-06,8.745190e-05
205,5.441880e-05,4.802040e-04,3.513380e-05,3.666080e-06,8.352590e-05
206,5.387380e-05,4.789300e-04,3.431780e-05,3.606580e-06,8.026690e-05
207,5.332810e-05,4.869290e-04,3.353090e-05,3.547740e-06,7.955960e-05
208,5.277910e-05,4.973660e-04,3.277220e-05,3.489720e-06,7.649950e-05
209,5.222650e-05,5.067620e-04,3.204200e-05,3.432410e-06,7.532390e-05
210,5.167060e-05,5.034430e-04,3.134000e-05,3.375730e-06,6.951440e-05
211,5.111480e-05,5.104120e-04,3.066500e-05,3.319720e-06,6.955490e-05
212,5.056110e-05,5.199640e-04,3.001750e-05,3.264340e-06,6.721790e-05
213,5.000740e-05,5.288380e-04,2.939750e-05,3.209600e-06,6.404460e-05
214,4.945070e-05,5.364910e-04,2.880760e-05,3.155570e-06,6.659970e-05
215,4.889060e-05,5.305730e-04,2.824530e-05,3.102140e-06,5.824430e-05
216,4.832900e-05,5.363000e-04,2.770850e-05,3.049290e-06,5.876050e-05
217,4.776610e-05,5.446630e-04,2.719720e-05,2.997040e-06,5.680660e-05
218,4.720410e-05,5.526730e-04,2.671150e-05,2.945380e-06,5.425860e-05
219,4.664430e-05,5.592150e-04,2.625040e-05,2.894350e-06,5.173900e-05
220,4.608370e-05,5.645610e-04,2.581460e-05,2.843990e-06,4.959640e-05
221,4.552100e-05,5.689330e-04,2.540380e-05,2.794220e-06,4.763110e-05
222,4.495640e-05,5.726300e-04,2.502020e-05,2.745000e-06,4.614580e-05
223,4.439140e-05,5.757310e-04,2.466260e-05,2.696370e-06,4.449690e-05
224,4.382720e-05,5.787350e-04,2.432880e-05,2.648320e-06,4.325910e-05
225,4.326520e-05,5.816160e-04,2.401760e-05,2.600910e-06,4.181500e-05
226,4.270420e-05,5.842560e-04,2.373010e-05,2.554130e-06,4.069230e-05
227,4.214250e-05,5.864780e-04,2.346510e-05,2.508060e-06,3.932970e-05
228,4.157940e-05,5.886800e-04,2.322300e-05,2.462530e-06,3.827590e-05
229,4.101530e-05,5.904810e-04,2.300340e-05,2.417530e-06,3.718320e-05
230,4.045070e-05,5.922610e-04,2.280530e-05,2.373110e-06,3.618690e-05
231,3.988590e-05,5.937210e-04,2.262930e-05,2.329230e-06,3.530910e-05
232,3.932110e-05,5.948960e-04,2.247150e-05,2.285930e-06,3.430010e-05
233,3.875730e-05,5.959870e-04,2.232910e-05,2.243230e-06,3.349500e-05
234,3.819390e-05,5.968200e-04,2.220000e-05,2.201150e-06,3.286630e-05
235,3.763060e-05,5.973420e-04,2.208290e-05,2.159720e-06,3.223610e-05
236,3.706760e-05,5.976850e-04,2.197680e-05,2.118810e-06,3.164270e-05
237,3.650500e-05,5.977660e-04,2.188050e-05,2.078400e-06,3.101060e-05
238,3.594350e-05,5.976780e-04,2.179260e-05,2.038510e-06,3.042720e-05
239,3.538280e-05,5.973020e-04,2.171260e-05,1.999140e-06,2.985940e-05
240,3.482330e-05,5.967300e-04,2.164300e-05,1.960280e-06,2.935530e-05
241,3.426530e-05,5.958930e-04,2.158100e-05,1.921880e-06,2.894640e-05
242,3.370900e-05,5.949050e-04,2.152170e-05,1.883980e-06,2.863890e-05
243,3.315420e-05,5.936820e-04,2.146150e-05,1.846570e-06,2.832830e-05
244,3.260110e-05,5.921850e-04,2.139780e-05,1.809620e-06,2.799200e-05
245,3.204990e-05,5.906290e-04,2.133040e-05,1.773150e-06,2.763570e-05
246,3.150070e-05,5.887750e-04,2.125950e-05,1.737150e-06,2.752970e-05
247,3.095400e-05,5.866340e-04,2.118550e-05,1.701650e-06,2.741440e-05
248,3.041000e-05,5.842690e-04,2.110830e-05,1.666610e-06,2.731200e-05
249,2.986890e-05,5.817050e-04,2.102860e-05,1.632040e-06,2.718520e-05
250,2.933110e-05,5.789540e-04,2.094810e-05,1.597950e-06,2.706570e-05
251,2.879650e-05,5.759630e-04,2.086430e-05,1.564320e-06,2.681670e-05
252,2.826540e-05,5.730540e-04,2.077740e-05,1.531180e-06,2.668960e-05
253,2.773790e-05,5.698790e-04,2.068690e-05,1.498490e-06,2.676850e-05
254,2.721410e-05,5.664460e-04,2.059310e-05,1.466280e-06,2.687570e-05
255,2.669430e-05,5.626820e-04,2.049590e-05,1.434510e-06,2.665340e-05
256,2.617870e-05,5.588820e-04,2.039580e-05,1.403200e-06,2.695800e-05
257,2.566730e-05,5.549660e-04,2.029250e-05,1.372350e-06,2.713630e-05
258,2.516040e-05,5.510000e-04,2.018600e-05,1.341930e-06,2.689480e-05
259,2.465800e-05,5.465530e-04,2.007630e-05,1.311980e-06,2.698890e-05
260,2.416050e-05,5.421460e-04,1.996420e-05,1.282460e-06,2.699390e-05
261,2.366760e-05,5.373830e-04,1.984970e-05,1.253400e-06,2.691270e-05
262,2.317950e-05,5.327610e-04,1.973260e-05,1.224770e-06,2.704910e-05
263,2.269660e-05,5.279430e-04,1.961230e-05,1.196580e-06,2.730120e-05
264,2.221870e-05,5.229590e-04,1.948940e-05,1.168850e-06,2.742020e-05
265,2.174600e-05,5.179030e-04,1.936360e-05,1.141530e-06,2.748240e-05
266,2.127870e-05,5.127340e-04,1.923520e-05,1.114660e-06,2.748690e-05
267,2.081680e-05,5.075270e-04,1.910420e-05,1.088230e-06,2.746770e-05
268,2.036040e-05,5.021410e-04,1.897040e-05,1.062210e-06,2.742460e-05
269,1.990960e-05,4.967710e-04,1.883390e-05,1.036650e-06,2.738560e-05
270,1.946450e-05,4.911810e-04,1.869510e-05,1.011480e-06,2.732040e-05
271,1.902510e-05,4.856360e-04,1.855400e-05,9.867440e-07,2.731750e-05
272,1.859150e-05,4.799080e-04,1.841050e-05,9.624310e-07,2.722050e-05
273,1.816360e-05,4.741910e-04,1.826440e-05,9.385160e-07,2.717840e-05
274,1.774160e-05,4.683270e-04,1.811610e-05,9.150290e-07,2.705380e-05
275,1.732560e-05,4.624840e-04,1.796560e-05,8.919490e-07,2.698950e-05
276,1.691540e-05,4.565360e-04,1.781310e-05,8.692750e-07,2.685160e-05
277,1.651120e-05,4.505990e-04,1.765890e-05,8.470200e-07,2.675330e-05
278,1.611280e-05,4.445810e-04,1.750280e-05,8.251590e-07,2.659500e-05
279,1.572040e-05,4.385660e-04,1.734460e-05,8.036910e-07,2.651000e-05
280,1.533400e-05,4.324970e-04,1.718460e-05,7.826270e-07,2.635070e-05
281,1.495370e-05,4.264250e-04,1.702290e-05,7.619610e-07,2.623260e-05
282,1.457950e-05,4.203150e-04,1.685960e-05,7.416770e-07,2.604530e-05
283,1.421130e-05,4.142070e-04,1.669490e-05,7.217770e-07,2.594270e-05
284,1.384920e-05,4.080830e-04,1.657480e-05,7.022680e-07,2.573790e-05
285,1.349290e-05,4.019950e-04,1.647500e-05,7.063070e-07,2.569440e-05
286,1.314310e-05,3.960460e-04,1.635380e-05,6.986370e-07,2.554340e-05
287,1.279930e-05,3.902050e-04,1.621780e-05,6.875650e-07,2.548700e-05
288,1.246100e-05,3.843290e-04,1.607030e-05,6.744420e-07,2.528250e-05
289,1.212820e-05,3.784510e-04,1.591400e-05,6.601740e-07,2.518540e-05
290,1.180090e-05,3.725110e-04,1.575090e-05,6.452360e-07,2.493720e-05
291,1.147920e-05,3.665810e-04,1.558220e-05,6.299060e-07,2.481530e-05
292,1.116310e-05,3.606370e-04,1.540890e-05,6.143660e-07,2.453400e-05
293,1.085280e-05,3.547110e-04,1.523190e-05,5.987530e-07,2.440620e-05
294,1.054810e-05,3.487810e-04,1.505210e-05,5.831630e-07,2.410540e-05
295,1.024930e-05,3.428870e-04,1.486990e-05,5.676870e-07,2.396750e-05
296,9.956100e-06,3.369670e-04,1.468600e-05,5.523650e-07,2.366300e-05
297,9.668780e-06,3.311150e-04,1.447920e-05,5.216160e-07,2.362130e-05
298,9.372400e-06,3.208430e-04,1.427940e-05,5.071800e-07,2.326240e-05
299,9.089060e-06,3.117970e-04,1.408090e-05,4.921950e-07,2.304160e-05
300,8.821200e-06,3.045680e-04,1.388340e-05,4.781270e-07,2.259580e-05
301,8.564380e-06,2.986140e-04,1.368690e-05,4.644460e-07,2.237250e-05
302,8.314370e-06,2.929800e-04,1.349150e-05,4.511300e-07,2.194440e-05
303,8.069650e-06,2.875240e-04,1.329710e-05,4.381360e-07,2.175800e-05
304,7.829590e-06,2.819530e-04,1.310370e-05,4.254460e-07,2.136490e-05
305,7.594550e-06,2.764870e-04,1.291130e-05,4.130440e-07,2.117560e-05
306,7.364430e-06,2.709540e-04,1.271970e-05,4.009260e-07,2.078840e-05
307,7.139570e-06,2.655770e-04,1.252910e-05,3.890910e-07,2.059230e-05
308,6.919780e-06,2.601630e-04,1.233960e-05,3.775320e-07,2.021100e-05
309,6.705240e-06,2.549040e-04,1.215120e-05,3.662510e-07,2.001010e-05
310,6.495620e-06,2.495840e-04,1.196390e-05,3.552430e-07,1.963680e-05
311,6.291080e-06,2.444240e-04,1.177780e-05,3.445000e-07,1.943530e-05
312,6.091380e-06,2.392210e-04,1.159290e-05,3.340180e-07,1.906810e-05
313,5.896620e-06,2.341640e-04,1.140900e-05,3.237960e-07,1.886530e-05
314,5.706580e-06,2.290640e-04,1.122630e-05,3.138270e-07,1.850080e-05
315,5.521310e-06,2.241160e-04,1.104480e-05,3.041120e-07,1.828970e-05
316,5.340670e-06,2.191170e-04,1.086460e-05,2.946410e-07,1.795040e-05
317,5.164690e-06,2.142820e-04,1.068570e-05,2.854200e-07,1.775510e-05
318,4.993250e-06,2.094020e-04,1.050820e-05,2.764390e-07,1.741750e-05
319,4.826260e-06,2.046820e-04,1.033200e-05,2.676990e-07,1.721300e-05
320,4.663750e-06,1.999210e-04,1.015720e-05,2.591950e-07,1.687780e-05
321,4.505560e-06,1.953250e-04,9.983700e-06,2.509250e-07,1.666460e-05
322,4.351710e-06,1.906800e-04,9.811580e-06,2.428820e-07,1.635070e-05
323,4.202040e-06,1.862060e-04,9.640880e-06,2.350710e-07,1.615310e-05
324,4.056600e-06,1.816960e-04,9.471690e-06,2.274890e-07,1.584660e-05
325,3.915200e-06,1.773520e-04,9.304050e-06,2.201320e-07,1.563910e-05
326,3.777940e-06,1.729710e-04,9.137980e-06,2.129990e-07,1.533380e-05
327,3.644560e-06,1.687580e-04,8.973480e-06,2.060900e-07,1.512040e-05
328,3.515140e-06,1.644950e-04,8.810510e-06,1.994080e-07,1.483580e-05
329,3.389480e-06,1.604100e-04,8.649100e-06,1.929370e-07,1.463360e-05
330,3.267680e-06,1.562860e-04,8.489290e-06,1.866690e-07,1.435230e-05
331,3.149460e-06,1.523380e-04,8.331110e-06,1.806000e-07,1.414080e-05
332,3.035000e-06,1.483470e-04,8.174640e-06,1.747250e-07,1.386010e-05
